MovieId|Title|ReleasedYear|Western|Crime|Mystery|Romance|Children's|Horror|Drama|Fantasy|Sci-Fi|Film-Noir|Thriller|Adventure|War|Musical|Action|Comedy|Documentary|Animation|Synopsis|SentimentScore
2526|Meteor |1979|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|After a meteor collides into Earth, a lonely rancher and a lost young girl are on the run from vicious mercenaries.|-0.6434418559074402
2527|Westworld |1973|1|0|0|0|0|0|0|0|1|0|1|0|0|0|1|0|0|0|Delos is a futuristic amusement park that features themed worlds—ancient Rome, Medieval times and the Old West—populated by human-like androids. After two patrons have a run-in with a menacing gunslinger in West World, the androids at Delos all begin to malfunction, causing havoc throughout the park.|-0.7953621745109558
2528|Logan's Run |1976|0|0|0|0|0|0|0|0|1|0|0|1|0|0|1|0|0|0|"In the 23rd century, inhabitants of a domed city freely experience all of life's pleasures — but no one is allowed to live past 30. Citizens can try for a chance at being ""renewed"" in a civic ceremony on their 30th birthday. Escape is the only other option."|-0.8939295411109924
2529|Planet of the Apes |1968|0|0|0|0|0|0|0|0|1|0|0|0|0|0|1|0|0|0|Several generations following Caesar's reign, apes – now the dominant species – live harmoniously while humans have been reduced to living in the shadows. As a new tyrannical ape leader builds his empire, one young ape undertakes a harrowing journey that will cause him to question all he's known about the past and to make choices that will define a future for apes and humans alike.|0.6320752501487732
2530|Beneath the Planet of the Apes |1970|0|0|0|0|0|0|0|0|1|0|0|0|0|0|1|0|0|0|The sole survivor of an interplanetary rescue mission lands on the planet of the apes, and uncovers a horrible secret beneath the surface.|-0.791133463382721
2531|Battle for the Planet of the Apes |1973|0|0|0|0|0|0|0|0|1|0|0|0|0|0|1|0|0|0|The fifth and final episode in the Planet of the Apes series. After the collapse of human civilization, a community of intelligent apes led by Caesar lives in harmony with a group of humans. Gorilla General Aldo tries to cause an ape civil war and a community of human mutants who live beneath a destroyed city try to conquer those whom they perceive as enemies. All leading to the finale.|-0.5107558965682983
2532|Conquest of the Planet of the Apes |1972|0|0|0|0|0|0|0|0|1|0|0|0|0|0|1|0|0|0|In a futuristic world that has embraced ape slavery, a chimpanzee named Caesar resurfaces after almost twenty years of hiding from the authorities, and prepares for a revolt against humanity.|-0.9290642142295837
2533|Escape from the Planet of the Apes |1971|0|0|0|0|0|0|0|0|1|0|0|0|0|0|1|0|0|0|The world is shocked by the appearance of three talking chimpanzees, who arrived mysteriously in a spacecraft. Intrigued by their intelligence, humans use them for research - until the apes attempt to escape.|-0.622327983379364
2534|Avalanche |1978|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|Romantic comedy takes place during a wedding day of a bride-to-be Alex, whose big day keeps falling apart. Her neurotic mother controls every step she makes, her step father investigates a non-existing crime and her biological father, a bohemian owner of the hotel where the wedding takes place, is responsible for a missing groom. Chaos in the hotel suits the charming ski instructor Peter who convinces an introverted hotel guest Klara to help him create the most beautiful dinner date ever.|0.7035035490989685
2535|Earthquake |1974|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|After the devastating Spitak earthquake of December 7th, Konstantin Berezhnoy, a 50-year-old Russian, and Robert Melkonyan, a 28-year-old Armenian, work together to rescue the desperate survivors.|0.5548792481422424
2536|Concorde: Airport '79, The |1979|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|Aviation disaster-prone Joe Patroni must contend with nuclear missiles, the French Air Force and the threat of the plane splitting in two over the Alps.|-0.9630038738250732
2537|Beyond the Poseidon Adventure |1979|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|"After ""The Poseidon Adventure"", in which the ship got flipped over by a tidal wave, the ship drifts bottom-up in the sea. While the passengers are still on board waiting to be rescued, two rivaling salvage parties enter the ship on search for money, gold and a small amount of plutonium."|-0.8449639678001404
2538|Dancemaker |1998|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|"A look at Paul Taylor and his dance company over several months in 1997. Preparation of Taylor's piece, ""Piazzolla Caldera,"" from conception and rehearsals to opening night at City Center, frames the film. The troupe's trip to India falls in the middle. Included are black and white footage of rehearsals, and, in color, interviews with Taylor, his dancers, dance critics and scholars, and those who manage the business side. There is also footage of a younger Taylor dancing and film of the troupe performing a dozen Taylor pieces. His genius, his roots, his method of working with dancers, and his sometimes difficult nature draw the attention of those who comment."|0.4705909192562103
2539|Analyze This |1999|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|"Countless wiseguy films are spoofed in this film that centers on the neuroses and angst of a powerful Mafia racketeer who suffers from panic attacks. When Paul Vitti needs help dealing with his role in the ""family,"" unlucky shrink Dr. Ben Sobel is given just days to resolve Vitti's emotional crisis and turn him into a happy, well-adjusted gangster."|-0.6550958752632141
2540|Corruptor, The |1999|0|1|0|0|0|0|1|0|0|0|1|0|0|0|1|0|0|0|Danny is a young cop partnered with Nick, a seasoned but ethically tainted veteran. As the two try to stop a gang war in Chinatown, Danny relies on Nick but grows increasingly uncomfortable with the way Nick gets things done.|-0.8705639839172363
2541|Cruel Intentions |1999|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|Slaking a thirst for dangerous games, Kathryn challenges her stepbrother, Sebastian, to deflower their headmaster's daughter before the summer ends. If he succeeds, the prize is the chance to bed Kathryn. But if he loses, Kathryn will claim his most prized possession.|-0.5862892866134644
2542|Lock, Stock & Two Smoking Barrels |1998|0|1|0|0|0|0|0|0|0|0|1|0|0|0|0|1|0|0|A card shark and his unwillingly-enlisted friends need to make a lot of cash quick after losing a sketchy poker match. To do this they decide to pull a heist on a small-time gang who happen to be operating out of the flat next door.|-0.5911771655082703
2543|Six Ways to Sunday |1997|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|Norman Reedus stars as Harry Odum, a henpecked, 18-year-old momma's boy in Youngstown, Ohio, who -- with his violent temper -- impresses a local boss of the Jewish Mafia. Soon he's found his calling as a hit man alongside his crack addict partner Arnie Finklestein (Adrien Brody), and he discovers that his rage and complicated psychosis fuel his murderous abilities. Harry also falls for the organization's limping, Hungarian-born maid Iris (Elina Lowensohn), a romance complicated by Harry's Oedipal, sexual relationship with his domineering mother Kate (Deborah Harry).|0.4859784245491028
2545|Relax... It's Just Sex |1998|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|A tight-knit group of thirty-somethings -- gay, lesbian and straight -- struggle to live, love and stay friends in modern-day Los Angeles as circumstances conspire to tear them apart.|-0.7960138916969299
2546|Deep End of the Ocean, The |1999|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|A three-year-old boy disappears during his mother's high school reunion. Nine years later, by chance, he turns up in the town in which the family has just relocated.|-0.6897396445274353
2547|Harvest |1998|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|In the winter of 1942-43, a Jewish family leaps from a train going through Silesia. They are separated in the woods, and Leon, a local peasant who's now a farmer of some wealth, discovers the woman, Rosa, and hides her in his cellar. Leon's a middle-aged Catholic bachelor, tormented by his sexual drive. He doesn't tell Rosa he's seen signs her husband is alive, and he begs her to love him. Rosa offers herself to Leon if he'll help a local Jew in hiding who needs money. Leon pays, and love between Rosa and him does develop, but then Leon's peasant subservience and his limited empathy lead to tragedy. At the war's end, a ray of sunshine comes from an unexpected place.|0.6625681519508362
2548|Rage: Carrie 2, The |1999|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|Following the suicide of her only friend, outcast teen Rachel Lang's life begins a downward spiral that will not only affect her but take everyone around her down in horrifying fashion.|-0.9875147342681885
2549|Wing Commander |1999|0|0|0|0|0|0|0|0|1|0|0|0|0|0|1|0|0|0|"The Hollywood version of the popular video game series ""Wing Commander"". Unlike other video games to feature film transitions, series creator Chris Roberts was heavily involved in the film's creation. This is the story of Christopher Blair and Todd ""Maniac"" Marshall as they arrive at the Tiger Claw and are soon forced to stop a Kilrathi fleet heading towards Earth."|0.44234707951545715
2550|Haunting, The |1963|0|0|0|0|0|1|0|0|0|0|1|0|0|0|0|0|0|0|A young nurse with a past of family violence starts working the night shift at a small hospital, where during the night a ghost nurse materializes.|-0.7333352565765381
2551|Dead Ringers |1988|0|0|0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|Elliot, a successful gynecologist, works at the same practice as his identical twin, Beverly. Elliot is attracted to many of his patients and has affairs with them. When he inevitably loses interest, he will give the woman over to Beverly, the meeker of the two, without the woman knowing the difference. Beverly falls hard for one of the patients, Claire, but when she inadvertently deceives him, he slips into a state of madness.|-0.798381507396698
2552|My Boyfriend's Back |1993|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|Missy McCloud is the most beautiful girl in school and Johnny Dingle has been in love with her for years. One night, Johnny is killed trying to win her over, and soon he comes back from the dead, and wins Missy's heart.|0.5156115889549255
2553|Village of the Damned |1960|0|0|0|0|0|1|0|0|1|0|1|0|0|0|0|0|0|0|In a small English village everyone suddenly falls unconscious. When they awake every woman of child bearing age is pregnant. The resulting children have the same strange blond hair, eyes and a strong connection to each other.|-0.5490627288818359
2554|Children of the Damned |1963|0|0|0|0|0|1|0|0|1|0|1|0|0|0|0|0|0|0|Six children are found spread through out the world that not only have enormous intelligence, but identical intelligence and have a strange bond to each other.|0.5782383680343628
2555|Baby Geniuses |1999|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|BabyCo is the world's leading manufacturer in baby products. However, what the public doesn't know, is that Drs Kinder and Heep, two of its most brilliant scientists, are tirelessly working in complete secrecy to crack the indecipherable code to 'baby talk': a highly sophisticated language, and the key to the secrets of the universe. Before long, problems arise when mischievous Sly, the smartest of the toddlers, escapes confinement, bent on uniting all babies to free those trapped in the laboratory. Now, Kinder and Heep must find Sly before it is too late.|-0.6260629892349243
2556|Telling You |1998|0|0|0|1|0|0|1|0|0|0|0|0|0|0|0|1|0|0|Instead of moving on to bigger and better things after college graduation, two best buddies are embarrassed to find themselves working at a pizza parlor and avoiding old classmates who come in for a slice.|-0.975129246711731
2557|I Stand Alone (Seul contre tous) |1998|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|After completing jail time for beating up a man who tried to seduce his mentally-handicapped teenage daughter, The Butcher wants to start life anew. He institutionalizes his daughter and moves to the Lille suburbs with his mistress, who promises him a new butcher shop. Learning that she lied, The Butcher returns to Paris to find his daughter.|-0.7730945348739624
2558|Forces of Nature |1999|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|1|0|0|Determined to scare The Once-ler out of Truffula Valley, The Lorax decides to create the illusion of ominous forces of nature.|-0.8523860573768616
2559|King and I, The |1999|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|1|Widowed Welsh mother Anna Loenowens becomes a governess and English tutor to the wives and many children of the stubborn King Mongkut of Siam. Anna and the King have a clash of personalities as she works to teach the royal family about the English language, customs and etiquette, and rushes to prepare a party for a group of European diplomats who must change their opinions about the King.|-0.6304490566253662
2560|Ravenous |1999|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|In an isolated rural community of Quebec, Canada, some inhabitants attack other people, hungry for human flesh. A few survivors gather and go deep into the forest to escape them.|-0.9598748683929443
2561|True Crime |1999|0|1|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|Boozer, skirt chaser, careless father. You could create your own list of reporter Steve Everett's faults but there's no time. A San Quentin Death Row prisoner is slated to die at midnight – a man Everett has suddenly realized is innocent.|-0.9884997010231018
2562|Bandits |1997|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|On the day Jean Gabin dies, a kidnaper who also takes a fortune in jewels heisted from Cartiers murders Simon Verini's wife. (Simon was fencing the jewels for a youthful gang who robbed Cartiers; he suspects them of the murder.) He's framed for the theft and spends ten years in prison, writing to his daughter, Marie-Sophie, who's 11 when he's sent away. Released, he reconnects to Marie-Sophie and to the young thieves, seeks revenge, and is quickly arrested again. She doesn't know what to make of her father, retreats to her Swiss fiancé, and is flummoxed when one of the young thieves falls for her. Is resolution possible when crime cuts across families and romance?|-0.9084356427192688
2563|Beauty |1998|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|Forced to face the cruel side of life, a devastated, bankrupt merchant chances upon the enchanted castle of a hideous creature, the mere sight of it chills the bone to the marrow. There, a fate worse than death awaits the poor father-of-six, who, after plucking a sweet-scented rose from the repulsive master's verdant garden, must do the impossible: permit his compassionate daughter, Belle, to take his place and pay for the sins of her parent. Now, an impenetrable mystery shrouds the haunted mansion, and, as repugnance gradually turns into affection, only true love could break the spell.|-0.9529088735580444
2564|Empty Mirror, The |1999|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|Adolf Hitler faces himself and must come to terms with his infamous career in an imaginary post-war subterranean bunker where he reviews historical films, dictates his memoirs and encounters Eva Braun, Josef Goebbels, Hermann Göring and Sigmund Freud.|-0.8324641585350037
2565|King and I, The |1956|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|Widowed Welsh mother Anna Loenowens becomes a governess and English tutor to the wives and many children of the stubborn King Mongkut of Siam. Anna and the King have a clash of personalities as she works to teach the royal family about the English language, customs and etiquette, and rushes to prepare a party for a group of European diplomats who must change their opinions about the King.|-0.6304490566253662
2566|Doug's 1st Movie |1999|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|1|Doug and his pal Skeeter set's out to find the monster of Lucky Duck Lake. Though things get really out of hand when some one blurts out that the monster is real.|-0.6570314168930054
2567|EDtv |1999|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|Video store clerk Ed agrees to have his life filmed by a camera crew for a tv network.|0.38038694858551025
2568|Mod Squad, The |1999|0|1|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|Three youthful delinquents escape conviction for their crimes by teaming with the LAPD.|-0.9247834086418152
2569|Among Giants |1998|0|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|A manager hires Ray, off the books, to paint all the power towers in a 15-mile stretch of high-tension wires outside Sheffield. Ray's crew of men are friends, especially Ray with Steve, a young Romeo. Into the mix comes Gerry, an Australian with a spirit of adventure and mountain climbing skills. She wants a job, and against the others' advice, who don't want a woman on the job, Ray hires her. Then she and Ray fall in love. He asks her to marry him, gives her a ring. Steve's jealous; Ray's ex-wife complains that he spends on Gerry, not his own kids, and she predicts that Gerry won't stay around. Plus, there's pressure to finish the job fast. Economics, romance, and wanderlust spark the end.|0.8206888437271118
2570|Walk on the Moon, A |1999|0|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|The world of a young housewife is turned upside down when she has an affair with a free-spirited blouse salesman.|-0.8775023818016052
2571|Matrix, The |1999|0|0|0|0|0|0|0|0|1|0|1|0|0|0|1|0|0|0|Set in the 22nd century, The Matrix tells the story of a computer hacker who joins a group of underground insurgents fighting the vast and powerful computers who now rule the earth.|-0.4747335612773895
2572|10 Things I Hate About You |1999|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|1|0|0|On the first day at his new school, Cameron instantly falls for Bianca, the gorgeous girl of his dreams. The only problem is that Bianca is forbidden to date until her ill-tempered, completely un-dateable older sister Kat goes out, too. In an attempt to solve his problem, Cameron singles out the only guy who could possibly be a match for Kat: a mysterious bad boy with a nasty reputation of his own.|0.44834575057029724
2573|Tango |1998|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|A recently widowed American begins an anonymous sexual relationship with a young Parisian woman.|0.0
2574|Out-of-Towners, The |1999|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|The adventures of married couple Henry and Nancy Clark, vexed by misfortune while in New York City for Henry's job interview.|-0.8604317307472229
2576|Love, etc. |1996|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|A triangle: love, obsession, and choice. Pierre, a ladies' man who has little cash and no fixed residence, describes his best friend Benoît as the world's oldest 32-year-old. The shy, well-employed Benoît's life changes when he answers the personal ad of Marie, a 25-year-old who restores paintings. He's attracted to her and she likes his steady calm and his honest attention. They're soon a couple, and they include Pierre in their dinners, outings, and trips. What will happen when Pierre realizes that he too is in love with Marie?|0.3910368084907532
2577|Metroland |1997|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|1|0|0|In late-1970s suburban London, Chris and Marion have settled into a comfortable yet all-too-predictable middle-class existence. Chris receives an unexpected visit from his free-spirited friend Toni, a reunion that reminds him of a more carefree time in 1960s Paris. Now, with lingering doubts about his marriage bubbling up, Chris must make the choice between revisiting his youthful abandon with Toni or facing the here and now with Marion.|-0.4184182286262512
2578|Sticky Fingers of Time, The |1997|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|A sci-fi novelist in 1950s Brooklyn suddenly finds herself transported 40 years into the future. She quickly learns that she isn’t the only “timefreak,” and that her time may already be up.|-0.5755246877670288
2579|Following |1998|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|Realtor Jung-tae's hobby is sneaking into strangers' homes and peeping into their lives. One day, an unfamiliar face in the area grabs his attention – an Instagram star, So-ra. Miraculously, So-ra leaves her house key at Jung-tae's agency and Jung-tae visits her home whenever he can, thrilled and excited. Like any other day, Jung-tae makes another visit and finds what he hadn't expected: the dead body of So-ra. Jung-tae is shocked and he can't call the police and report. But when he returns few hours later with a client… So-ra’s dead body is gone! Days later, Jung-tae receives a red note saying 'It was you, right?'. Even worse, all evidences say that Jung-tae is the criminal. Can he find the real killer and clear his name?|-0.9039733409881592
2580|Go |1999|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|A jaded mother makes a last-ditch effort to keep her family together by taking them on a trip to their teenage daughter’s pole dancing competition.|-0.9215615391731262
2581|Never Been Kissed |1999|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|1|0|0|Josie Geller, a baby-faced junior copywriter at the Chicago Sun-Times, must pose as a student at her former high school to research contemporary teenage culture. With the help of her brother, Rob, Josie infiltrates the inner circle of the most popular clique on campus. But she hits a major snag in her investigation -- not to mention her own failed love life -- when she falls for her dreamy English teacher, Sam Coulson.|0.47678375244140625
2582|Twin Dragons (Shuang long hui) |1992|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|Twins, separated at birth, end up as a Hong Kong gangster and a New York concert pianist. When the pianist travels to Hong Kong for a concert, the two inevitably get mistaken for each other.|-0.7481503486633301
2583|Cookie's Fortune |1999|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|Conflict arises in the small town of Holly Springs when an old woman's death causes a variety of reactions among family and friends.|-0.9220424890518188
2584|Foolish |1999|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|By mutual agreement, a man and a woman are separated to allow the wife to join her lover.|-0.4840293228626251
2586|Goodbye, Lover |1999|0|1|0|0|0|0|0|0|0|0|1|0|0|0|0|1|0|0|Police investigate when a man having an affair with his brother's wife disappears suddenly.|-0.861260175704956
2587|Life |1999|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|After a series of romantic and professional disappointments, Eugenia decides to become an influencer in order to put a new spin on her life|-0.6861552596092224
2588|Clubland |1998|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|The shy son of an aging comedienne tries to find a balance between his demanding home life, his new girlfriend, and his mother's second chance at fame.|-0.3705348074436188
2589|Friends & Lovers |1999|0|0|0|1|0|0|1|0|0|0|0|0|0|0|0|1|0|0|Friends for ten years, a group of twenty-somethings head for the ski slopes as guests of Ian's father. (Ian and dad are estranged because dad worked too many hours when Ian was a lad.) Dad has something to say, but Ian won't listen. Meanwhile, David is gay and virginal; Ian's business partner, Keaton, is unhappy that his sister Jane is pregnant with no plans to tell the father; Lisa is everybody's pal and no one's lover; John, stuck in adolescence, is always on the make. He brings German-born stunner, Carla, and promptly loses her affection to Hans, a fast-talking ski instructor. David meets Manny: they have chess in common. Soon, surprises abound as relationships take new turns.|-0.5414983630180359
2590|Hideous Kinky |1998|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|In 1972, disenchanted about the dreary conventions of English life, 25-year-old Julia heads for Morocco with her daughters, six-year-old Lucy and precocious eight-year-old Bea.|-0.942324161529541
2592|Joyriders, The |1999|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|A suicidal older man, Gordon Trout, is kidnapped for his car and money by three runaway teenagers who live on the streets. Their experiences together make them a close-knit family, but the nature of the crime committed could tear them apart. The intricacies of these complex relationships are explored through an emotional story with twists and turns.|-0.5644881129264832
2593|Monster, The (Il Mostro) |1994|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|In the '80s, a teenage nerd notices sinister parallels between the story of his favorite comic book and the real life horrors befalling the small town where he lives. He and a few friends seek to investigate.|-0.8474535346031189
2594|Open Your Eyes (Abre los ojos) |1997|0|0|0|1|0|0|1|0|1|0|0|0|0|0|0|0|0|0|A very handsome man finds the love of his life, but he suffers an accident and needs to have his face rebuilt by surgery after it is severely disfigured.|-0.7987425923347473
2595|Photographer (Fotoamator) |1998|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|In 1987, colour slides were found in a second hand book store in Vienna which turned out to be a collections of photographs taken in the Lodz ghetto by the Nazis' chief accountant. Walter Genewein boosted productivity in the ghetto while keeping costs down, a policy which led to the Lodz ghetto surviving much longer than any other in Poland. He recorded what he considered to be the subhuman aspect of the Jewish workers and he was concerned only with the technical quality of his photos.  Director Dariusz Jabłoński's prize-winning film uses the photographs in a different way. He recreates for us the suffering of inmates, giving a compassionate picture of that it was like to be trapped in the ghetto. (Storyville)|-0.810897171497345
2596|SLC Punk! |1998|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|1|0|0|Two former geeks become 1980s punks, then party and go to concerts while deciding what to do with their lives.|-0.7356443405151367
2597|Lost & Found |1999|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|1|0|0|A rich girl diagnosed with leukemia wants to follow a sailor friend to St Kilda, Scotland to find out. but first she must search him out, who is missing.|-0.4504362642765045
2598|Pushing Tin |1999|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|Two air traffic controllers who thrive on living dangerously compete to outdo each other on several levels.|-0.6264668107032776
2599|Election |1999|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|After losing an election to become chairman of the Wo Lin Shing triad, a gang leader lashes out and tries to seize the dragon-head baton, the official symbol of a chairman's authority.|-0.9491928815841675
2600|eXistenZ |1999|0|0|0|0|0|0|0|0|1|0|1|0|0|0|1|0|0|0|A game designer on the run from assassins must play her latest virtual reality creation with a marketing trainee to determine if the game has been damaged.|-0.4427938461303711
2601|Little Bit of Soul, A |1998|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|A bitter coming-of-age story about boy who grows up in a remote Bosnian village shortly after World War II.|-0.9939739108085632
2603|Nï¿½ |1998|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|Tami, with the help of her fubu photographer, Ken, sells sexy photos of herself. When she meets her fan, Gelo, who loves her as she is, she is torn whether to leave cosplaying or leave Gelo.|0.3511366844177246
2604|Let it Come Down: The Life of Paul Bowles |1998|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|One of the most enigmatic artists of the 20th century, writer, composer and wanderer Paul Bowles (1910-1999) is profiled by a filmmaker who has been obsessed with his genius since age nineteen. Set against the dramatic landscape of North Africa, the mystery of Bowles (famed author of The Sheltering Sky) begins to unravel in Jennifer Baichwal's poetic and moving Let It Come Down: The Life of Paul Bowles. Rare, candid interviews with the reclusive Bowles--at home in Tangier, as well as in New York during an extraordinary final reunion with Allen Ginsberg and William Burroughs--are intercut with conflicting views of his supporters and detractors. At the time in his mid-eighties, Bowles speaks with unprecedented candor about his work, his controversial private life and his relationships with Gertrude Stein, Tennessee Williams, Truman Capote, the Beats, and his wife and fellow author Jane Bowles.|0.6778094172477722
2605|Entrapment |1999|0|1|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|Two thieves, who travel in elegant circles, try to outsmart each other and, in the process, end up falling in love.|0.8975182771682739
2606|Idle Hands |1999|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|1|0|0|Anton is a cheerful but exceedingly non-ambitious 17-year-old stoner who lives to stay buzzed, watch TV, and moon over Molly, the beautiful girl who lives next door. However, it turns out that the old cliché about idle hands being the devil's playground has a kernel of truth after all.|-0.6947086453437805
2607|Get Real |1998|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|Steven spends his school days longing for all-star athlete John. But John has a gorgeous girlfriend, and Steven is still in the closet. Steven's sole confidant is his friend Linda. After a curious run-in with John in a public restroom, Steven starts to wonder if the jock is straight after all. When they begin a romance, it threatens to expose the truth about both of them.|-0.5125429034233093
2608|Heaven |1998|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|When a dedicated rescue worker inadvertently gets caught up in the kidnapping plot of a mogul's tween daughter, he must save her from the clutches of rival gangs hunting them down with unpredictable dangers around every corner.|-0.6751490831375122
2609|King of Masks, The (Bian Lian) |1996|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|Wang Bianlian is an aging street performer known as the King of Mask for his mastery of Sichuan Change Art in a true story. His wife left him with and infant son over 30 years ago. The son died from illness at age 10. This left Wang a melancholy loner aching for a male descendent to learn his rare and dying art.|-0.5520386099815369
2610|Three Seasons |1999|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|The residents of Ho Chi Minh City face modernization amid widespread poverty. A retired American Marine arrives on a search for his daughter, whom he abandoned at the end of the Vietnam War. Elsewhere, a cyclo driver falls for a troubled prostitute and schemes to raise money so he can spend time with her. Additionally, a young women begins harvesting lotuses for a writer suffering from leprosy, and a child trinket seller loses his traveling case.|0.4412601590156555
2611|Winslow Boy, The |1998|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|In pre-WW1 England, a youngster is expelled from a naval academy over a petty theft, but his parents raise a political furor by demanding a trial.|-0.9128954410552979
2612|Mildred Pierce |1945|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|A hard-working mother inches towards disaster as she divorces her husband and starts a successful restaurant business to support her spoiled daughter.|-0.9756960272789001
2613|Night of the Comet |1984|0|0|0|0|0|1|0|0|1|0|0|0|0|0|1|0|0|0|After a comet wipes out most of life on Earth, two Valley Girls find themselves fighting against cannibal zombies and a sinister group of scientists.|-0.9339478015899658
2615|My Science Project |1985|0|0|0|0|0|0|0|0|1|0|0|1|0|0|0|0|0|0|His high school teacher issues an ultimatum: turn in a science project or flunk. So Mike Harlan scavenges a military base's junk pile for a suitable gizmo. He finds one... and unwittingly unleashes the awesome power and energy of the unknown. Twisted dimensions. Time warps. A fantastic realm where the past, present, and future collide in a whirling vortex of startling adventure and superlative special effects.|-0.691044270992279
2616|Dick Tracy |1990|0|1|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|The comic strip detective finds his life vastly complicated when Breathless Mahoney makes advances towards him while he is trying to battle Big Boy Caprice's united mob.|-0.6478028297424316
2617|Mummy, The |1999|0|0|0|0|0|1|0|0|0|0|1|1|0|0|1|0|0|0|Dashing legionnaire Rick O'Connell stumbles upon the hidden ruins of Hamunaptra while in the midst of a battle to claim the area in 1920s Egypt. It has been over three thousand years since former High Priest Imhotep suffered a fate worse than death as a punishment for a forbidden love—along with a curse that guarantees eternal doom upon the world if he is ever awoken.|-0.8255051970481873
2618|Castle, The |1997|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|A young boy and a girl with a magic crystal must race against pirates and foreign agents in a search for a legendary floating castle.|0.5430446863174438
