MovieId|Title|ReleasedYear|War|Film-Noir|Thriller|Western|Crime|Action|Drama|Musical|Fantasy|Documentary|Sci-Fi|Animation|Mystery|Comedy|Children's|Adventure|Romance|Horror|Synopsis|Actors|Directors
1805|Wild Things|1998|0|0|1|0|1|0|1|0|0|0|0|0|1|0|0|0|0|0|When teen-socialite Kelly Van Ryan and troubled bad girl Suzie Toller accuse guidance counselor Sam Lombardo of rape, he's suspended by the school, rejected by the town, and fighting to get his life back. One cop suspects conspiracy, but nothing is what it seems...|['Kevin Bacon', 'Matt Dillon', 'Neve Campbell', 'Denise Richards', 'Theresa Russell', 'Bill Murray', 'Daphne Rubin-Vega', 'Robert Wagner', 'Carrie Snodgress', 'Jeff Perry', 'Eduardo Yáñez', 'Jennifer Taylor', 'Cory Pendergast', 'Marc Macaulay', 'Toi Svane Stepp', 'Dennis Neal', 'Diane Adams', 'Paulo Benedeti', 'Ted Bartsch', 'Leonor Anthony', 'Antoni Corone', 'Robert Deacon', 'Anthony Giaimo', 'Manny Suárez', 'Janet Bushor', 'Gina LaMarca', 'Nancy Duerr', 'Margo Peace', 'Keith Wilson', 'Nelson Oramas', 'Michael Dean Walker', 'Jesse Muson', 'Kimberly Lamaze', 'Rebecca White', 'Victoria Bass', 'Laurie Wallace']|['John McNaughton']
1806|Paulie|1998|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|1|0|0|Paulie, a talking parrot, recounts his travels looking for his original owner to a Russian janitor who helps him to the end of his journey.|"['Gena Rowlands', 'Tony Shalhoub', 'Cheech Marin', 'Bruce Davison', 'Trini Alvarado', 'Jay Mohr', 'Buddy Hackett', 'Hallie Eisenberg', 'Matt Craven', 'Bill Cobbs', 'Tia Texada', 'Laura Harrington', 'Peter Basch', 'Emily Mura-Smith', 'Hal Robinson', 'Tamara Zook', 'Nicole Chamberlain', 'Charles Parks', 'Seth Mumy', 'Dig Wayne', 'Michael Leydon Campbell', 'Kristie Transeau', ""Francesca Federico-O'Murchu"", 'Jerry Winsett', 'Bud Cox']"|['John Roberts']
1807|Cool Dry Place, A|1998|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|Russell, a single father, balances his work as a lawyer with the care of his five-year-old son after his wife abandoned them. When she reappears creating turmoil, he must deal with his new love interest and the job opportunity of a lifetime.|['Vince Vaughn', 'Monica Potter', 'Joey Lauren Adams', 'Bobby Moat', 'Devon Sawa', 'Todd Louiso', 'Jenny Robertson', 'Siobhan Fallon Hogan', 'Chris Bauer', 'Nicholas Campbell', 'Aleksa Palladino', 'Janet Kidder', 'Doug Wert', 'Skipp Sudduth', 'Dara Perlmutter', 'Jennifer Irwin', 'Beth Littleford', 'Ben Bass', 'Cale Sampson', 'Peter Costigan', 'John Nelles', 'Dean McDermott', 'Kathryn Haggis', 'John Lefebvre', 'Ron Payne', 'Melanie Nicholls-King', 'Phil Lawn', 'Claudia Theriault', 'Karen Elder', 'Aric Green', 'Alexander Narizni', 'Jean-Marc Saldini', 'Brian Berneker']|['John N. Smith']
1809|Hana-bi|1997|0|0|0|0|1|0|1|0|0|0|0|0|0|1|0|0|0|0|Detective Nishi is relieved from a stakeout to visit his sick wife in hospital. He is informed that she is terminally ill, and is advised to take her home. During his visit, a suspect shoots one detective dead and leaves Nishi's partner, Horibe, paralyzed. Nishi leaves the police force to spend time with his wife at home, and must find a way to pay off his debts to the yakuza.|['Takeshi Kitano', 'Kayoko Kishimoto', 'Ren Osugi', 'Susumu Terajima', 'Tetsu Watanabe', 'Hakuryu', 'Yasuei Yakushiji', 'Tarô Itsumi', 'Kenichi Yajima', 'Makoto Ashikawa', 'Yuko Daike', 'Tsumami Edamame', 'Yûrei Yanagi', 'Sujitarô Tamabukuro', 'Tokio Seki', 'Motoharu Tamura', 'Hitoshi Nishizawa', 'Hiromi Kikai', 'Shoko Kitano', 'Yoshiyuki Morishita', 'Junichiro Asano', 'Kazuhiro Osada', 'Manzō Shinra', 'Tetsu Sakuma', 'Riba Matsumi', 'Miki Fujitani', 'Keiko Yamamoto', 'Kiyoko Kitazawa', 'Ai Kishina', 'Banri Nakamura', 'Masahiro Naya', 'Takayuki Konishi', 'Yûzô Yada', 'Kanji Tsuda', 'Yôichi Nagai', 'Kôsuke Ôta', 'Muhômatsu', 'Omiya no Matsu', 'Shiyô Kosuga', 'Gambino Kobayashi', 'Al Kitago', 'Yûji Aikawa', 'Hiroshi Umeda', 'Kenji Yamagami', 'Tomoya Naitô', 'Katsuya Takamatsu', 'Yasufumi Sakamaki', 'Atsushi Ito', 'Mitsuyo Ishigaki', 'Ayako Masuya', 'Sumiko Takai', 'Mariko Chiba', 'Miho Kitahara', 'Yoshiko Andô', 'Kaoru Sugiyama', 'Kikuo Itô', 'Shûji Ôtsuki', 'Hidetoshi Kawaya', 'Koichiro Hama', 'Masaru Takahashi', 'Ritsuyo Ono', 'Yôko Imamoto', 'Kiyoko Negishi', 'Saki Kaneko', 'Kaoru Tomoe', 'Ayu Nakagawa', 'Maiko Watanabe', 'Kazue Fujita', 'Yuki Iida', 'Rieko Motohashi', 'Ryôta Koyama', 'Takao Toji', 'Matsumi Fuku']|['Takeshi Kitano']
1810|Primary Colors|1998|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|In this adaptation of the best-selling roman à clef about Bill Clinton's 1992 run for the White House, the young and gifted Henry Burton is tapped to oversee the presidential campaign of Governor Jack Stanton. Burton is pulled into the politician's colorful world and looks on as Stanton -- who has a wandering eye that could be his downfall -- contends with his ambitious wife, Susan, and an outspoken adviser, Richard Jemmons.|"['John Travolta', 'Emma Thompson', 'Billy Bob Thornton', 'Adrian Lester', 'Maura Tierney', 'Paul Guilfoyle', 'Larry Hagman', 'Kathy Bates', 'Diane Ladd', 'Rebecca Walker', 'Caroline Aaron', 'Tommy Hollis', 'Rob Reiner', 'Ben Jones', 'J.C. Quinn', 'Allison Janney', 'Robert Klein', 'Mykelti Williamson', 'James Denton', 'Leontine Guilliard', 'Monique Ridge-Williams', 'Ned Eisenberg', 'Brian Markinson', 'Geraldo Rivera', 'Charlie Rose', 'Larry King', ""O'Neal Compton"", 'Kevin Cooney', 'Bonnie Bartlett', ""Cynthia O'Neal"", 'Chelcie Ross', 'John Vargas', 'Tony Shalhoub', 'Bianca Lawson', 'Robert Cicchini', 'William Stanford Davis', 'Harrison Young', 'Rolando Molina', 'Ross Benjamin', 'Stacy Edwards', 'Kristoffer Ryan Winters', 'Susan Kussman', 'Vickilyn Reynolds', 'Robert Symonds', 'Gia Carides', 'Robert Easton', 'Scott Burkholder', 'Bill Maher', 'Lu Elrod', 'Michael Haley', 'Henry Woronicz', 'Daryce Richman', 'Rosalie Peck', 'Susan Forristal', 'James Earl Jones']"|['Mike Nichols']
1811|Niagara, Niagara|1997|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|Rose Loomis and her older, gloomier husband, George, are vacationing at a cabin in Niagara Falls, N.Y. The couple befriend Polly and Ray Cutler, who are honeymooning in the area. Polly begins to suspect that something is amiss between Rose and George, and her suspicions grow when she sees Rose in the arms of another man. While Ray initially thinks Polly is overreacting, things between George and Rose soon take a shockingly dark turn.|"['Marilyn Monroe', 'Joseph Cotten', 'Jean Peters', 'Max Showalter', ""Denis O'Dea"", 'Richard Allan', 'Don Wilson', 'Lurene Tuttle', 'Russell Collins', 'Will Wright', 'Minerva Urecal', 'Harry Carey, Jr.', 'Henry Beckman', 'Bill Coontz', 'Robert Ellis', 'Neil Fitzgerald', 'Gloria Gordon', 'George Ives', 'Arch Johnson', 'Lester Matthews', 'Sean McClory', ""Patrick O'Moore"", 'Tom Reynolds', 'Willard Sage', 'Bert Stevens', 'Nina Varela', 'Gene Wesson']"|['Henry Hathaway']
1812|Wide Awake|1998|0|0|0|0|0|0|1|0|0|0|0|0|0|1|1|0|0|0|The tale of a ten-year-old boy in a Catholic school who, following the death of his beloved grandfather, embarks on a quest to discover the meaning of life.|"['Denis Leary', 'Joseph Cross', ""Rosie O'Donnell"", 'Dana Delany', 'Timothy Reifsnyder', 'Camryn Manheim', 'Julia Stiles', 'Dan Lauria', 'Robert Loggia', 'Stefan Niemczyk', 'Michael Shulman', 'Marc H. Glick', 'Joey Perillo', 'Jerry Walsh', 'Heather Casler']"|['M. Night Shyamalan']
1814|Price Above Rubies, A|1998|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|About a young woman who is married to a devout Jew and the problems that trouble their marriage because of the woman wanting something more out of her life.|['Renée Zellweger', 'Christopher Eccleston', 'Julianna Margulies', 'Allen Payne', 'Glenn Fitzgerald', 'Kim Hunter', 'John Randolph', 'Peter Jacobson', 'Edie Falco', 'Michael Stuhlbarg', 'Wai Ching Ho', 'Kathleen Chalfant', 'Phyllis Newman', 'Faran Tahir', 'Martin Shakar', 'Tonye Patano', 'Don Wallace', 'Karen Contreras', 'Erin Rakow', 'Mark Zimmerman']|['Boaz Yakin']
1815|Eden|1997|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|It follows Marina, a young girl that has been trying to escape the ghosts that follow her after a tragic event. She goes to Edén, a clandestine company located in the middle of nature to put an end to her suffering.|['Charlotte Vega', 'Marta Nieto', 'Israel Elejalde', 'Ramón Barea']|['Estefanía Cortes']
1816|Two Girls and a Guy|1997|0|0|0|0|0|0|1|0|0|0|0|0|0|1|0|0|0|0|Two women confront their boyfriend, a two-timing actor who professed eternal love to each.|['Robert Downey Jr.', 'Heather Graham', 'Natasha Gregson Wagner', 'Angel David', 'Frederique van der Wal']|['James Toback']
1817|No Looking Back|1998|0|0|0|0|0|0|1|0|0|0|0|0|0|1|0|0|1|0|After four years in prison, Olya decides to start over. And first of all she wants to get her ten-year-old daughter back. However, the overbearing grandma isn't letting her grandchild go without a fight. The family conflict quickly gets out of control and turns into a wild chase. And it definitely won't end well for everyone.|['Viktoriya Korotkova', 'Sofya Krugova', 'Anna Mikhalkova', 'Aleksandr Yatsenko', 'Olga Lapshina', 'Daniil Steklov', 'Vitaliy Khaev', 'Igor Grabuzov', 'Nikolay Shrayber', 'Vasilisa Savkina', 'Pavel Sidorov', 'Kseniya Makarova', 'Anna Egorova', 'Eleonora Ilchenko']|['Kirill Sokolov']
1819|Storefront Hitchcock|1997|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|Live performance by Robyn Hitchcock, in... well, a storefront.|['Robyn Hitchcock', 'Deni Bonet', 'Tim Keegan']|['Jonathan Demme']
1820|Proposition, The|1998|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|In 1880s Australia, a lawman offers renegade Charlie Burns a difficult choice. In order to save his younger brother from the gallows, Charlie must hunt down and kill his older brother, who is wanted for rape and murder. Venturing into one of the Outback's most inhospitable regions, Charlie faces a terrible moral dilemma that can end only in violence.|['Guy Pearce', 'Ray Winstone', 'Danny Huston', 'John Hurt', 'David Wenham', 'Emily Watson', 'Richard Wilson', 'Noah Taylor', 'Jeremy Madrona', 'Jae Mamuyac', 'Mick Roughan', 'Shane Watt', 'Robert Morgan', 'David Gulpilil', 'Bryan Probets', 'Oliver Ackland', 'David Vallon', 'Daniel Parker', 'Carl Rush', 'Gary Waddell', 'Iain Gardiner', 'Bogdan Koca', 'Sue Dwyer', 'Lance Medlin', 'Rodney Boschman', 'Boris Brkic', 'Ned Rose', 'Leah Purcell', 'Tom Budge', 'Tom E. Lewis', 'Ralph Cotterill', 'Max Age', 'Jerry Solomon']|['John Hillcoat']
1821|Object of My Affection, The|1998|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|1|0|A pregnant New York social worker begins to develop romantic feelings for her gay best friend, and decides she'd rather raise her child with him, much to the dismay of her overbearing boyfriend.|['Jennifer Aniston', 'Paul Rudd', 'Alan Alda', 'Nigel Hawthorne', 'John Pankow', 'Tim Daly', 'Allison Janney', 'Steve Zahn', 'Amo Gulinello', 'Bruce Altman', 'Kevin Carroll', 'Lauren Pratt', 'Kali Rocha', 'Lena Cardwell', 'Natalie B. Kikkenborg', 'Hayden Panettiere', 'Lauren Chen', 'Liam Aiken', 'Janet Zarish', 'Ellen Tobie', 'Virl Andrick', 'Robert C. Lee', 'Bradley White', 'Marilyn Dobrin', 'Midori Nakamura', 'Joan Copeland', 'Kate Jennings Grant', 'Salem Ludwig', 'Antonia Rey', 'Danny Darrow', 'Sean Rademaker', 'Heather Thompson', 'Mary McIlvaine', 'Lisa-Erin Allen', 'Samia Shoaib', 'Doug Wert', 'Shawn Phelan', 'Edward James Hyland', 'Gabriel Macht', 'John Roland', 'Rosanna Scotto', 'Miguel Maldonado', 'Peter Maloney', 'Bette Henritze', 'Iraida Polanco', 'Sarah Knowlton', 'Steven Ochoa', 'Kia Goodwin', 'Daniel Cosgrove', 'Damian Young', 'Rebecca Eichenberger', 'Jane Bodle', 'Audra McDonald', 'Fanni Green', 'Sarah Hyland', 'Paz de la Huerta', 'Jeffrey M. Marchetti', 'Susan Bradford']|['Nicholas Hytner']
1822|Meet the Deedles|1998|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|Two surfers end up as Yellowstone park rangers and have to stop a former ranger who is out for revenge.|['Paul Walker', 'John Ashton', 'Dennis Hopper', 'Eric Braeden', 'Richard Lineback', 'Robert Englund', 'M.C. Gainey', 'Steve Van Wormer', 'A.J. Langer', 'Ana Gasteyer', 'Megan Cavanagh', 'Hattie Winston', 'Bart the Bear']|['Steve Boyum']
1824|Homegrown|1998|0|0|1|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|Three laborers on a Northern California marijuana plantation become increasingly paranoid when they learn that their boss has been murdered. They know enough to run, taking with them enough of the crop to pay them for services rendered. Hooking up with go-between Lucy in the next town, they plot their next move.|['Kelly Lynch', 'Billy Bob Thornton', 'Hank Azaria', 'Jon Bon Jovi', 'Ryan Phillippe', 'Judge Reinhold', 'Ted Danson', 'John Lithgow', 'Jamie Lee Curtis', 'Matt Clark', 'Maggie Gyllenhaal', 'Tiffany Paulsen', 'Michelle Bonilla', 'Jailyn Osborne', 'Ungenita Prevost', 'Jon Tenney', 'Jake Gyllenhaal', 'Kleoka Renee Sands', 'Matt Ross', 'Judge Reinhold', 'Leigh French', 'Christopher Dalton', 'Jeanette H. Wilson', 'Matthew Winter', 'Ramsay Midwood', 'Milo Plasil', 'Daniel Alonso', 'Tom Burke', 'Seamus McNally', 'Joe McCrackin', 'Paul Prendergast', 'J. Neil Bloomer', 'Steve Carell', 'Michael A. Casey', 'Sarah Kane', 'Jailyn Osborne', 'Ungenita Prevost', 'Marc Ramos']|['Stephen Gyllenhaal']
1825|Player's Club, The|1998|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|||
1826|Barney's Great Adventure|1998|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|Mom and dad dump son Cody, daughter Abby, her best friend Marcella and a baby on the farm with Grandpa and Grandma. Purple dinosaur Barney soon appears to entertain the kids, and when a large colorful egg deposited on a farm by a shooting star is accidentally carted off, Barney and the kids start their chase for it.|['Kyla Pratt', 'Trevor Morgan', 'George Hearn', 'Shirley Douglas', 'Alan Fawcett', 'Jane Wheeler', 'David Joyner', 'Bob West', 'Jeff Ayers', 'Julie Johnson', 'Matt Holland', 'John Dunn-Hill', 'Patty Wirtz']|['Steve Gomer']
1827|Big One, The|1997|0|0|0|0|0|0|0|0|0|1|0|0|0|1|0|0|0|0|A veteran sergeant of World War I leads a squad in World War II, always in the company of the survivor Pvt. Griff, the writer Pvt. Zab, the Sicilian Pvt. Vinci and Pvt. Johnson, in Vichy French Africa, Sicily, D-Day at Omaha Beach, Belgium and France, and ending in a concentration camp in Czechoslovakia where they face the true horror of war.|['Lee Marvin', 'Mark Hamill', 'Robert Carradine', 'Bobby Di Cicco', 'Kelly Ward', 'Stéphane Audran', 'Siegfried Rauch', 'Serge Marquand', 'Charles Macaulay', 'Alain Doutey', 'Maurice Marsac', 'Colin Gilbert', 'Joseph Clark', 'Ken Campbell', 'Doug Werner', 'Perry Lang', 'Howard Delman', 'Marthe Villalonga', 'Giovanna Galletti', 'Gregori Buimistre', 'Shimon Barr', 'Matteo Zoffoli', 'Abraham Ronai', 'Galit Rotman', 'Samuel Fuller', 'Christa Lang']|['Samuel Fuller']
1829|Chinese Box|1997|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|1|0|When the Goddess of Happiness tosses the Longevity Monk and his disciples out of heaven (because the Monkey King tried to attain immortality), the Monkey King is reincarnated as the Joker. He now spends his time chasing two jealous women. When one of them is dying, the Joker goes back in time in an attempt to save her.|['Stephen Chow Sing-Chi', 'Karen Mok Man-Wai', 'Ng Man-tat', 'Yammie Lam', 'Law Kar-Ying', 'Athena Chu', 'Jeffrey Lau', 'Johnnie Kong', 'Ada Choi', 'Lu Shuming', 'Ng Yuk-Gan']|['Jeffrey Lau']
1830|Follow the Bitch|1998|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|A group of single guys meet for their weekly, all male, all-night poker game. One of the regulars invites a woman (Liz) to join and she turns out to be a very good player. Things get more complicated when two of the guys (Ty and Gordon) confide to a third (Andy) that they're having affairs with each other's girlfriends. The host (Bill) tries to keep his weekly ritual intact as it begins to crumble around him.|['Michael Cudlitz', 'Ray Porter', 'Dion Luther']|['Julian Stone']
1831|Lost in Space|1998|0|0|1|0|0|1|0|0|0|0|1|0|0|0|0|0|0|0|The prospects for continuing life on Earth in the year 2058 are grim. So the Robinsons are launched into space to colonize Alpha Prime, the only other inhabitable planet in the galaxy. But when a stowaway sabotages the mission, the Robinsons find themselves hurtling through uncharted space.|['William Hurt', 'Matt LeBlanc', 'Mimi Rogers', 'Heather Graham', 'Gary Oldman', 'Lacey Chabert', 'Jack Johnson', 'Jared Harris', 'Mark Goddard', 'Lennie James', 'Marta Kristen', 'June Lockhart', 'Adam Sims', 'Angela Cartwright', 'John Sharian', 'Abigail Canton', 'Richard Saperstein', 'Dick Tufeld', 'Gary A. Hecker', 'Edward Fox', 'Kamay Lau']|['Stephen Hopkins']
1832|Heaven's Burning|1997|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|In Sydney, the newly married Midori is honeymooning with her husband, Yukio. She does not love him and fakes her own kidnapping to escape the marriage. Her lover is supposed to meet her, but fails to appear. She goes to a bank to get some cash, only to become a hostage in an unfolding robbery, until the getaway driver, Colin, saves her from his fellow robbers. They hit the road together, with the cops, her husband and the robbers in pursuit.|['Russell Crowe', 'Youki Kudoh', 'Kenji Isomura', 'Ray Barrett', 'Robert Mammone', 'Petru Gheorghiu', 'Anthony Phelan', 'Matthew Dyktynski', 'Colin Hay', 'Susan Prior', 'Norman Kaye', 'Kate Fitzpatrick', 'Salvatore Coco', 'Kiri Paramore', 'Edmund Pegge']|['Craig Lahiff']
1833|Mercury Rising|1998|0|0|1|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|"Renegade FBI agent Art Jeffries protects a nine-year-old autistic boy who has cracked the government's new ""unbreakable"" code."|['Bruce Willis', 'Alec Baldwin', 'Miko Hughes', 'Chi McBride', 'Kim Dickens', 'Robert Stanton', 'Bodhi Elfman', 'Carrie Preston', 'Lindsey Ginter', 'Peter Stormare', 'Kevin Conway', 'John Carroll Lynch', 'Kelley Hazen', 'John Doman', 'Richard Riehle', 'Chad Lindberg', 'Hank Harris', 'Camryn Manheim', 'Jack Conley', 'Maricela Ochoa', 'Peter Fontana', 'Kirk B.R. Woller', 'James MacDonald', 'Gwen McGee', 'Ned Schmidtke', 'Betsy Brantley', 'Ashley Knutson', 'Margaret Travolta', 'Tiffany Fraser', 'Koko Taylor', 'Tom Gallop', 'Matt Levert', 'James Krag', 'Wadell Brown', 'Tim Grimm', 'John T. Scanlon', 'Lisa Summerour', 'Barbara Alexander', 'Annabel Armour', 'Brent Freeman', 'Gary Hand', 'Darryl Alan Reed', 'Steve Rankin', 'Mark Collins', 'Kim Robillard', 'Maureen Gallagher', 'Denise Woods', 'Jude Ciccolella', 'Thomas F. Duffy', 'Deborah Leydig', 'Shannon Parr', 'Pamela Gaye Walker', 'Robert Maffia', 'Spitfire Brown']|['Harold Becker']
1834|Spanish Prisoner, The|1997|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|An inventor of a secret process suddenly finds himself alone as both his friends and the corporation he works for turn against him.|"['Steve Martin', 'Campbell Scott', 'Ben Gazzara', 'Rebecca Pidgeon', 'Ricky Jay', 'Felicity Huffman', 'David Pittu', 'J.J. Johnston', ""Ed O'Neill"", 'Clark Gregg', 'Tony Mamet', 'Jack Wallace', 'Jim Frangione', 'Lionel Mark Smith', 'Paul Butler', 'Charlotte Potok', 'Elliot Cuker', 'Scott Zigler', 'Jordan Lage', 'Jonathan Katz', 'Steven Goldstein', 'Isiah Whitlock Jr.', 'Charles Stransky', 'Keiko Seiko', 'Takeo Matsushita']"|['David Mamet']
1835|City of Angels|1998|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|When a guardian angel – who invisibly watches over the citizens of Los Angeles – becomes captivated by a strong-willed heart surgeon, he ponders trading in his pure, otherworldly existence for a mortal life with his beloved. The couple embarks on a tender but forbidden romance spanning heaven and Earth.|['Nicolas Cage', 'Meg Ryan', 'Andre Braugher', 'Dennis Franz', 'Colm Feore', 'Robin Bartlett', 'Joanna Merlin', 'Sarah Dampf', 'Nigel Gibbs', 'John Putch', 'Lauri Johnson', 'Christian Aubert', 'Rhonda Dotson', 'Jay Patterson', 'Shishir Kurup', 'Brian Markinson', 'Elisabeth Shue', 'Alexander Gould', 'Kiều Chinh', 'Nick Offerman']|['Brad Silberling']
1836|Last Days of Disco, The|1998|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|Two young women and their friends spend spare time at an exclusive nightclub in 1980s New York.|['Chloë Sevigny', 'Kate Beckinsale', 'Chris Eigeman', 'Mackenzie Astin', 'Matt Keeslar', 'Robert Sean Leonard', 'Jennifer Beals', 'Matt Ross', 'Tara Subkoff', 'Burr Steers', 'David Thornton', 'Michael Weatherly', 'Sonsee Neu', 'Jaid Barrymore', 'Edoardo Ballerini', 'Scott Beehner', 'Neil Butterfield', 'James Murtaugh', 'Cate Smit', 'Kathleen Chalfant', 'Debbon Ayer', 'Zachary Taylor', 'Carolyn Farina', 'Bryan Leder', 'Dylan Hundley', 'Taylor Nichols', 'John C. Havens', 'Amanda Harker', 'Brandi Seymour', 'Leslie Lyles', 'Jan Austell', 'Robin Miles', 'Mark McKinney', 'Linda Pierce', 'Carlos Jacott', 'Sharon Scruggs', 'Ajay Mehta', 'Norma Quarles', 'George Plimpton', 'Anthony Haden-Guest', 'Kimball Chen', 'Désirée La Valette', 'Bunny Beekman', 'Inmaculada de Habsburgo', 'Redman Maxfield', 'Jack Staub', 'Elizabeth Strong Cuevas', 'Isabelle Townsend', 'Michael Albanese', 'Michael E. Bell', 'Harry Tappan Heher', 'Will Kempe', 'Adrian Lee', 'Jessica Pimentel', 'Rio Puertollano', 'Rohan Quine', 'Michael Rothberger', 'Jack Serra', 'Nick Stellate']|['Whit Stillman']
1837|Odd Couple II, The|1998|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|Brucey, the son of Oscar, calls his father to invite him to his wedding to Felix's daughter next Sunday in California. Oscar and Felix meet again at Los Angeles International Airport and rent a car in order to go to San Malina for the wedding.|"['Jack Lemmon', 'Walter Matthau', 'Richard Riehle', 'Jonathan Silverman', 'Lisa Waltz', 'Mary Beth Peil', 'Christine Baranski', 'Jean Smart', 'Rex Linn', 'Jay O. Sanders', 'Barnard Hughes', 'Ellen Geer', 'Doris Belack', 'Mary Fogarty', 'Alice Ghostley', 'Peggy Miley', 'Rebecca Schull', 'Florence Stanley', 'Estelle Harris', 'Joaquín Martínez', 'Amy Yasbeck', 'Francesca P. Roberts', 'Amy Parrish', 'Liz Torres', 'Myles Jeffrey', 'Carmen Mormino', 'Chuck Montgomery', 'Earl Boen', 'Ron Harper', 'Edmund L. Shaff', 'Daisy Velez', 'Beecey Carlson', 'Terry L. Rose', 'Alfred Dennis', 'Armando Ortega', 'Peter Renaday', 'David Jean Thomas', 'Daniel Zacapa', 'Cliff Bemis', 'Frank Roman', 'Lonnie McCullough', 'Matt McKenzie', 'Heath Hyche', 'Irene Olga López', 'Jerry Rector', 'Martin Grey', 'Michelle Matthow', 'Lou Cutell', 'Mark Thomas McGee', 'Barry Thompson', 'Joanna Sanchez', 'Catherine Paolone', 'Laura Russo', 'Charlie Brewer', ""Robert 'Bobby Z' Zajonc"", 'Darrell Britt', 'Beau Lotterman', 'L. Christian Mixon', 'Robert Werhan']"|['Howard Deutch']
1839|My Giant|1998|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|Sammy, an agitated agent lost in the forest of the modern world, happens upon a gentle giant with a tall talent for friendship named Max.|"['Billy Crystal', 'Gheorghe Mureșan', 'Kathleen Quinlan', 'Joanna Pacula', 'Jere Burns', 'Harold Gould', 'Dan Castellaneta', ""Raymond O'Connor"", 'Rider Strong', 'Doris Roberts', 'Carl Ballantine', 'Eric Lloyd', 'Lorna Luft', 'Lindsay Crystal', 'Peter Schindler', 'Dale Wyatt', 'Ajay Naidu', 'Estelle Harris', 'Elaine Kagan', 'Philip Sterling', 'Max Goldblatt', 'Michael Papajohn', 'Steven Seagal', 'Rick Overton', 'Richard Portnow', 'Nicki Micheaux', 'Lawrence Pressman', 'Joss Ackland', 'E.E. Bell', 'Heather Thomas', 'Verne Troyer']"|['Michael Lehmann']
1840|He Got Game|1998|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|A basketball player's father must try to convince him to go to a college so he can get a shorter prison sentence.|"['Denzel Washington', 'Ray Allen', 'Rosario Dawson', 'Milla Jovovich', 'Hill Harper', 'Ned Beatty', 'Jim Brown', 'Joseph Lyle Taylor', 'Bill Nunn', 'Michele Shay', 'John Turturro', ""Shaquille O'Neal"", 'Charles Barkley', 'Michael Jordan', 'Jill Kelly', 'Chasey Lain', 'Robin Roberts', 'Scottie Pippen', 'Reggie Miller', 'Bill Walton', 'Dick Vitale', 'Bobby Cremins', 'Rick Pitino', 'Jim Boeheim', 'George Karl', 'Clem Haskins', 'Denny Crum', 'Nolan Richardson', 'Roy Williams', 'John Chaney', 'John Thompson', 'Lute Olson', 'Dean Smith', 'Jennifer Esposito', 'Zelda Harris', 'Lonette McKee', 'Thomas Jefferson Byrd', 'Roger Guenveur Smith', 'Rick Fox', 'Leonard Roberts', 'Arthur J. Nascarella', 'Ron Cephas Jones', 'Al Palagonia', 'Heather Hunter', 'Kim Director']"|['Spike Lee']
1841|Gingerbread Man, The|1998|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|A successful Savannah defense attorney gets romantically involved with a sexy, mysterious waitress troubled by psychopaths and dark family secrets.|['Kenneth Branagh', 'Embeth Davidtz', 'Robert Downey Jr.', 'Daryl Hannah', 'Tom Berenger', 'Famke Janssen', 'Mae Whitman', 'Jesse James', 'Robert Duvall', 'Clyde Hayes', 'Troy Byer', 'Julia Ryder Perce', 'Lori Beth Sikes', 'Rosemary Newcott', 'Wilbur Fitzgerald', 'Michelle Benjamin Cooper', 'Bob Minor', 'Stuart Greer', 'Wren Arthur', 'Angela Costrini Hariche', 'Foy Tootle', 'Sonny Shroyer', 'Mike Pniewski', 'Jay Pearson', 'Gregory Alpert', 'Chad Darnell', 'Jeremy Cooper', 'Bill Crabb', 'Alice Stewart']|['Robert Altman']
